# cec_bench v1.0+46074dd  2026-06-13T16:34:06
===BURST_CSV_BEGIN===
# stream: 2048 frames in 126064 us (~16.2 kSPS link), 472 underruns, dropcount 0->0 (0 lost); nominal 25 kSPS
us,drop,i3,i4,i5,vrail,vcc,i8
37840.0,0,0.1360,0.1487,0.1507,12.0052,4.8245,0.1448
37880.0,0,0.1452,0.1624,0.1675,12.0043,4.8257,0.1524
37920.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
37960.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
38040.0,0,0.1604,0.1792,0.1767,12.0034,4.8273,0.1692
38080.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
38120.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
38200.0,0,0.1833,0.2128,0.2179,12.0034,4.8315,0.1997
38240.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
38280.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
38360.0,0,0.2352,0.2540,0.2637,12.0000,4.8309,0.2455
38400.0,0,0.2932,0.3119,0.3262,11.9991,4.8309,0.2989
38440.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
38480.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
38560.0,0,0.1650,0.1899,0.1874,11.9991,4.8294,0.1707
38600.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
38640.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
38720.0,0,0.1376,0.1487,0.1477,12.0043,4.8297,0.1417
38760.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
38800.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
38880.0,0,0.2245,0.2280,0.2255,12.0078,4.8215,0.2195
38920.0,0,0.2291,0.2356,0.2362,12.0078,4.8178,0.2272
38960.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
39000.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
39080.0,0,0.2215,0.2295,0.2301,12.0060,4.8111,0.2165
39120.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
39160.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
39240.0,0,0.1955,0.2097,0.2072,12.0034,4.8117,0.2012
39280.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
39320.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
39400.0,0,0.3100,0.3257,0.3430,12.0017,4.8132,0.3126
39440.0,0,0.2871,0.3165,0.3262,12.0008,4.8138,0.2958
39480.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
39520.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
39600.0,0,0.1757,0.2036,0.2026,11.9991,4.8196,0.1875
39640.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
39680.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
39760.0,0,0.1177,0.1304,0.1263,12.0008,4.8236,0.1234
39800.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
39840.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
39920.0,0,0.0704,0.0815,0.0821,12.0034,4.8282,0.0791
39960.0,0,0.0796,0.0846,0.0897,12.0034,4.8291,0.0791
40000.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
40040.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
40120.0,0,0.0826,0.0922,0.0943,12.0060,4.8303,0.0868
40160.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
40200.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
40280.0,0,0.1330,0.1410,0.1507,12.0052,4.8315,0.1371
40320.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
40360.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
40440.0,0,0.1818,0.2051,0.2011,12.0043,4.8291,0.1875
40480.0,0,0.1742,0.1960,0.1965,12.0043,4.8294,0.1829
40520.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
40560.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
40640.0,0,0.1665,0.1929,0.1919,12.0034,4.8322,0.1753
40680.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
40720.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
40800.0,0,0.1955,0.2173,0.2255,12.0043,4.8300,0.2088
40840.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
40880.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
40960.0,0,0.2291,0.2570,0.2576,12.0034,4.8279,0.2394
41000.0,0,0.2322,0.2570,0.2606,12.0026,4.8279,0.2409
41040.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
41080.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
41160.0,0,0.1772,0.2066,0.2164,12.0017,4.8318,0.1875
41200.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
41240.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
41320.0,0,0.0903,0.1029,0.1050,12.0043,4.8346,0.0959
41360.0,0,0.1040,0.1243,0.1217,12.0052,4.8346,0.1158
41400.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
41440.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
41520.0,0,0.0353,0.0342,0.0439,12.0069,4.8325,0.0456
41560.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
41600.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
41680.0,0,0.1284,0.1410,0.1462,12.0052,4.8318,0.1371
41720.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
41760.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
41840.0,0,0.0918,0.0998,0.1004,12.0069,4.8322,0.0959
41880.0,0,0.0719,0.0953,0.0912,12.0078,4.8331,0.0776
41920.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
41960.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
42040.0,0,0.1543,0.1731,0.1797,12.0087,4.8340,0.1646
42080.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
42120.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
42200.0,0,0.2032,0.2326,0.2408,12.0060,4.8337,0.2210
42240.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
42280.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
42360.0,0,0.1574,0.1777,0.1782,12.0034,4.8337,0.1631
42400.0,0,0.1131,0.1319,0.1309,12.0034,4.8340,0.1203
42440.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
42480.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
42560.0,0,0.1116,0.1273,0.1263,12.0060,4.8340,0.1158
42600.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
42640.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
42720.0,0,0.0994,0.1090,0.1095,12.0087,4.8331,0.1051
42760.0,0,0.0719,0.0800,0.0775,12.0095,4.8322,0.0746
42800.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
42880.0,0,0.0719,0.0846,0.0851,12.0095,4.8325,0.0761
42920.0,0,0.0582,0.0647,0.0699,12.0087,4.8328,0.0608
42960.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
43000.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
43080.0,0,0.1833,0.2189,0.2072,12.0078,4.8328,0.1860
43120.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
43160.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
43240.0,0,0.1681,0.1883,0.1919,12.0060,4.8331,0.1722
43280.0,0,0.1925,0.2173,0.2209,12.0060,4.8325,0.2012
43320.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
43360.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
43440.0,0,0.3039,0.3226,0.3262,12.0060,4.8218,0.3080
43480.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
43520.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
43600.0,0,0.3207,0.3440,0.3506,12.0052,4.8135,0.3309
43640.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
43680.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
43760.0,0,0.3161,0.3409,0.3476,12.0017,4.8148,0.3218
43800.0,0,0.2749,0.3089,0.3125,12.0008,4.8160,0.2882
43840.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
43880.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
43960.0,0,0.1299,0.1487,0.1492,12.0017,4.8221,0.1325
44000.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
44040.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
44120.0,0,0.1192,0.1349,0.1385,12.0060,4.8276,0.1249
44160.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
44200.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
44280.0,0,0.1620,0.1761,0.1736,12.0087,4.8230,0.1692
44320.0,0,0.1253,0.1319,0.1309,12.0087,4.8221,0.1280
44360.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
44400.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
44480.0,0,0.0964,0.1090,0.1111,12.0069,4.8291,0.1097
44520.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
44560.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
44640.0,0,0.0628,0.0678,0.0699,12.0052,4.8285,0.0624
44680.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
44720.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
44800.0,0,0.1665,0.1899,0.1980,12.0034,4.8315,0.1753
44840.0,0,0.1696,0.1960,0.2026,12.0034,4.8334,0.1768
44880.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
44920.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
45000.0,0,0.1772,0.2112,0.2057,12.0026,4.8364,0.1875
45040.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
45080.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
45160.0,0,0.1101,0.1288,0.1370,12.0043,4.8361,0.1188
45200.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
45240.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
45320.0,0,0.1162,0.1197,0.1263,12.0060,4.8343,0.1173
45360.0,0,0.1284,0.1410,0.1416,12.0069,4.8325,0.1264
45400.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
45440.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
45520.0,0,0.1894,0.1929,0.1996,12.0078,4.8273,0.1860
45560.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
45600.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
45680.0,0,0.0918,0.0968,0.1050,12.0069,4.8267,0.0898
45720.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
45760.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
45840.0,0,0.1421,0.1685,0.1675,12.0043,4.8328,0.1524
45880.0,0,0.1406,0.1609,0.1599,12.0043,4.8340,0.1478
45920.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
45960.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
46040.0,0,0.2566,0.2738,0.2759,12.0034,4.8285,0.2577
46080.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
46120.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
46200.0,0,0.1635,0.1883,0.1919,12.0034,4.8297,0.1753
46240.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
46280.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
46360.0,0,0.2077,0.2402,0.2408,12.0026,4.8303,0.2180
46400.0,0,0.1971,0.2311,0.2331,12.0017,4.8309,0.2088
46440.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
46480.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
46560.0,0,0.1788,0.2066,0.2179,12.0008,4.8352,0.1890
46600.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
46640.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
46720.0,0,0.0765,0.0892,0.0897,12.0026,4.8370,0.0822
46760.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
46800.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
46880.0,0,0.0552,0.0708,0.0683,12.0060,4.8380,0.0624
46920.0,0,0.0491,0.0541,0.0592,12.0069,4.8376,0.0486
46960.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
47000.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
47080.0,0,0.0613,0.0708,0.0714,12.0069,4.8370,0.0624
47120.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
47160.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
47240.0,0,0.0552,0.0663,0.0668,12.0060,4.8376,0.0639
47280.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
47320.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
47400.0,0,0.0765,0.0861,0.0821,12.0060,4.8367,0.0776
47440.0,0,0.1192,0.1258,0.1416,12.0060,4.8367,0.1280
47480.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
47520.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
47600.0,0,0.2169,0.2478,0.2545,12.0043,4.8361,0.2333
47640.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
47680.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
47760.0,0,0.1360,0.1548,0.1538,12.0026,4.8361,0.1448
47800.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
47840.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
47920.0,0,0.2673,0.2814,0.2850,12.0034,4.8294,0.2775
47960.0,0,0.3008,0.3196,0.3140,12.0034,4.8233,0.3141
48000.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
48040.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
48120.0,0,0.2367,0.2478,0.2469,12.0043,4.8114,0.2394
48160.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
48200.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
48280.0,0,0.1559,0.1624,0.1675,12.0043,4.8126,0.1570
48320.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
48360.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
48440.0,0,0.2352,0.2478,0.2637,12.0026,4.8166,0.2500
48480.0,0,0.2627,0.2936,0.2942,12.0017,4.8172,0.2790
48520.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
48560.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
48640.0,0,0.1803,0.2097,0.2118,12.0000,4.8215,0.1951
48680.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
48720.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
48800.0,0,0.1879,0.2112,0.2148,12.0000,4.8254,0.1997
48840.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
48880.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
48960.0,0,0.0979,0.1120,0.1141,12.0008,4.8279,0.1066
49000.0,0,0.1101,0.1212,0.1324,11.9991,4.8297,0.1203
49040.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
49080.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
49160.0,0,0.2001,0.2295,0.2362,11.9947,4.8340,0.2165
49200.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
49240.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
49320.0,0,0.2077,0.2372,0.2438,11.9956,4.8337,0.2165
49360.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
49400.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
49480.0,0,0.1437,0.1532,0.1599,12.0017,4.8325,0.1524
49520.0,0,0.1131,0.1304,0.1294,12.0034,4.8322,0.1173
49560.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
49600.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
49680.0,0,0.0903,0.0953,0.1019,12.0078,4.8315,0.0929
49720.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
49760.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
49840.0,0,0.0704,0.0800,0.0821,12.0087,4.8315,0.0807
49880.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
49920.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
50000.0,0,0.0964,0.1090,0.1141,12.0078,4.8315,0.1005
50040.0,0,0.0796,0.0892,0.0928,12.0078,4.8318,0.0883
50080.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
50120.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
50200.0,0,0.1955,0.2219,0.2225,12.0060,4.8334,0.2027
50240.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
50280.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
50360.0,0,0.2703,0.2952,0.3033,12.0034,4.8312,0.2806
50400.0,0,0.2200,0.2524,0.2469,12.0034,4.8306,0.2256
50440.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
50480.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
50560.0,0,0.1147,0.1273,0.1324,12.0052,4.8318,0.1158
50600.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
50640.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
50720.0,0,0.0948,0.1029,0.1065,12.0078,4.8303,0.0975
50760.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
50800.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
50880.0,0,0.0567,0.0678,0.0668,12.0095,4.8297,0.0624
50920.0,0,0.0567,0.0693,0.0653,12.0095,4.8306,0.0578
50960.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
51000.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
51080.0,0,0.1131,0.1243,0.1340,12.0087,4.8328,0.1234
51120.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
51160.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
51240.0,0,0.1437,0.1670,0.1767,12.0078,4.8337,0.1554
51280.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
51320.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
51400.0,0,0.1376,0.1639,0.1675,12.0069,4.8346,0.1448
51440.0,0,0.1513,0.1670,0.1767,12.0060,4.8352,0.1539
51480.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
51520.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
51600.0,0,0.1757,0.1944,0.1950,12.0078,4.8349,0.1799
51640.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
51680.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
51760.0,0,0.1971,0.2173,0.2316,12.0078,4.8346,0.2043
51800.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
51840.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
51920.0,0,0.1818,0.2097,0.2179,12.0052,4.8349,0.1951
51960.0,0,0.2367,0.2662,0.2789,12.0034,4.8355,0.2485
52000.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
52040.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
52120.0,0,0.1192,0.1410,0.1355,12.0043,4.8352,0.1310
52160.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
52200.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
52280.0,0,0.0933,0.1059,0.1050,12.0095,4.8343,0.0975
52320.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
52360.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
52440.0,0,0.2169,0.2234,0.2286,12.0113,4.8242,0.2256
52480.0,0,0.2352,0.2494,0.2484,12.0113,4.8196,0.2485
52520.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
52560.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
52640.0,0,0.2093,0.2189,0.2164,12.0087,4.8132,0.2149
52680.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
52720.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
52800.0,0,0.1925,0.2005,0.2026,12.0069,4.8141,0.1875
52840.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
52880.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
52960.0,0,0.3115,0.3379,0.3491,12.0034,4.8154,0.3233
53000.0,0,0.2993,0.3302,0.3430,12.0026,4.8157,0.3096
53040.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
53080.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
53160.0,0,0.2047,0.2311,0.2270,12.0000,4.8199,0.2119
53200.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
53240.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
53320.0,0,0.1986,0.2082,0.2102,12.0017,4.8187,0.1966
53360.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
53400.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
53480.0,0,0.0323,0.0403,0.0363,12.0026,4.8254,0.0334
53520.0,0,-0.0028,0.0083,0.0027,12.0026,4.8288,-0.0002
53560.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
53600.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
53680.0,0,0.0567,0.0647,0.0729,12.0034,4.8349,0.0578
53720.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
53760.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
53840.0,0,0.2138,0.2250,0.2316,12.0043,4.8331,0.2149
53880.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
53920.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
54000.0,0,0.1879,0.2066,0.2087,12.0034,4.8279,0.1890
54040.0,0,0.1727,0.1929,0.1874,12.0026,4.8285,0.1722
54080.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
54120.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
54200.0,0,0.1559,0.1746,0.1752,12.0026,4.8285,0.1615
54240.0,0,0.1681,0.1838,0.1935,12.0026,4.8297,0.1722
54280.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
54320.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
54400.0,0,0.1925,0.2158,0.2225,12.0034,4.8322,0.2012
54440.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
54480.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
54560.0,0,0.1864,0.2112,0.2270,12.0026,4.8349,0.1982
54600.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
54640.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
54720.0,0,0.1437,0.1777,0.1736,12.0026,4.8373,0.1554
54760.0,0,0.0872,0.1090,0.1065,12.0034,4.8383,0.0990
54800.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
54840.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
54920.0,0,0.1116,0.1212,0.1233,12.0069,4.8380,0.1158
54960.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
55000.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
55080.0,0,0.1376,0.1441,0.1462,12.0104,4.8322,0.1417
55120.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
55160.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
55240.0,0,0.1070,0.1212,0.1217,12.0104,4.8294,0.1188
55280.0,0,0.1574,0.1670,0.1706,12.0104,4.8276,0.1661
55320.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
55360.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
55440.0,0,0.2001,0.2082,0.2087,12.0087,4.8181,0.2088
55480.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
55520.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
55600.0,0,0.2627,0.2860,0.2972,12.0052,4.8157,0.2653
55640.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
55680.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
55760.0,0,0.3252,0.3547,0.3613,12.0034,4.8190,0.3324
55800.0,0,0.2718,0.2982,0.3003,12.0026,4.8190,0.2806
55840.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
55880.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
55960.0,0,0.1116,0.1197,0.1172,12.0034,4.8227,0.1112
56000.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
56040.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
56120.0,0,0.1040,0.1136,0.1141,12.0043,4.8245,0.1066
56160.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
56200.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
56280.0,0,0.0994,0.1090,0.1080,12.0052,4.8288,0.1066
56320.0,0,0.1040,0.1075,0.1080,12.0043,4.8285,0.1127
56360.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
56400.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
56480.0,0,0.0689,0.0769,0.0790,12.0043,4.8318,0.0746
56520.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
56560.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
56640.0,0,0.1574,0.1746,0.1828,12.0034,4.8334,0.1661
56680.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
56720.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
56800.0,0,0.1665,0.1883,0.1904,12.0026,4.8334,0.1707
56840.0,0,0.1879,0.2158,0.2209,12.0017,4.8331,0.2012
56880.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
56920.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
57000.0,0,0.3207,0.3425,0.3445,12.0026,4.8209,0.3279
57040.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
57080.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
57160.0,0,0.2871,0.3104,0.3155,12.0017,4.8151,0.2897
57200.0,0,24.1320,24.1294,24.1421,0.0000,0.0000,24.1453
